companyEquipmentPmTemplateId,pmTypeId,pmName,intervalHours,intervalDays,intervalOdometer,fixedDate,fixedHours,fixedOdometer,partsNote,workNote,triggerDays,triggerHours,triggerOdometer,isDeleted,createdTimestampUtc,createdByUserId,applyChangesToChildren,companyId,uuid
2576,1,"1000 HR SERVICE (AMER 5299)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:
","COMPLETE ALL 500 HR ITEMS
MAIN & AUX HOIST GEAR CASES (DRAIN & FLUSH)
CHANGE SWING DRIVE OIL
CHANGE TRAVEL GEARBOX OIL
SAMPLE HYD FLUID
TORQUE CONVERTER - DRAIN & REFILL
TORQUE CONVERTER - CHANGE FILTER
FLUSH TORQUE COOLER
SPRAG OIL - DRAIN & REFILL
CHAIN CASE - DRAIN, INSPECT & REFILL
UPPER DECK - DRAIN & REFILL
LOWER TUBS - DRAIN & REFILL
LUBRICATE HOIST VALVES",NULL,40,NULL,0,"2026-07-22 02:02:40",1288,1,265,0d5bee66-3617-4ccb-a9b4-f84abea50dcf
2577,1,"1000 HR SERVICE (AMER 7260)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:

","COMPLETE ALL 500 HR ITEMS
MAIN & AUX HOIST GEAR CASES (DRAIN & FLUSH)
CHANGE SWING DRIVE OIL
CHANGE TRAVEL GEARBOX OIL
SAMPLE HYD FLUID
TORQUE CONVERTER - DRAIN & REFILL
TORQUE CONVERTER - CHANGE FILTER
FLUSH TORQUE COOLER
SPRAG OIL - DRAIN & REFILL
CHAIN CASE - DRAIN, INSPECT & REFILL
UPPER DECK - DRAIN & REFILL
LOWER TUBS - DRAIN & REFILL
LUBRICATE HOIST VALVES
",NULL,40,NULL,0,"2026-07-22 02:03:16",1288,1,265,1620d720-efed-4456-8c24-f50e1da95fa4
2578,1,"1000 HR SERVICE (AMER 9270)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:","COMPLETE ALL 500 HR ITEMS
MAIN & AUX HOIST GEAR CASES (DRAIN & FLUSH)
CHANGE SWING DRIVE OIL
CHANGE TRAVEL GEARBOX OIL
SAMPLE HYD FLUID
TORQUE CONVERTER - DRAIN & REFILL
TORQUE CONVERTER - CHANGE FILTER
FLUSH TORQUE COOLER
SPRAG OIL - DRAIN & REFILL
CHAIN CASE - DRAIN, INSPECT & REFILL
UPPER DECK - DRAIN & REFILL
LOWER TUBS - DRAIN & REFILL
LUBRICATE HOIST VALVES
",NULL,40,NULL,0,"2026-07-22 02:03:45",1288,1,265,bb77961f-6592-4783-9e13-db35d7459ae2
2579,1,"1000 HR SERVICE (AMER 9299)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:

","COMPLETE ALL 500 HR ITEMS
MAIN & AUX HOIST GEAR CASES (DRAIN & FLUSH)
CHANGE SWING DRIVE OIL
CHANGE TRAVEL GEARBOX OIL
SAMPLE HYD FLUID
TORQUE CONVERTER - DRAIN & REFILL
TORQUE CONVERTER - CHANGE FILTER
FLUSH TORQUE COOLER
SPRAG OIL - DRAIN & REFILL
CHAIN CASE - DRAIN, INSPECT & REFILL
UPPER DECK - DRAIN & REFILL
LOWER TUBS - DRAIN & REFILL
LUBRICATE HOIST VALVES",NULL,40,NULL,0,"2026-07-22 02:04:11",1288,1,265,455c9f37-235b-4c94-ba8e-28e280d2706a
2580,1,"1000 HR SERVICE (AMER 9310)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:
","COMPLETE ALL 500 HR ITEMS
MAIN & AUX HOIST GEAR CASES (DRAIN & FLUSH)
CHANGE SWING DRIVE OIL
CHANGE TRAVEL GEARBOX OIL
SAMPLE HYD FLUID
TORQUE CONVERTER - DRAIN & REFILL
TORQUE CONVERTER - CHANGE FILTER
FLUSH TORQUE COOLER
SPRAG OIL - DRAIN & REFILL
CHAIN CASE - DRAIN, INSPECT & REFILL
UPPER DECK - DRAIN & REFILL
LOWER TUBS - DRAIN & REFILL
LUBRICATE HOIST VALVES",NULL,40,NULL,0,"2026-07-22 02:04:46",1288,1,265,cb76c0a6-95d0-4bac-999c-e2b5d277eafc
2581,1,"1000 HR SERVICE (AMER 9320)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:

","COMPLETE ALL 500 HR ITEMS
MAIN & AUX HOIST GEAR CASES (DRAIN & FLUSH)
CHANGE SWING DRIVE OIL
CHANGE TRAVEL GEARBOX OIL
SAMPLE HYD FLUID
TORQUE CONVERTER - DRAIN & REFILL
TORQUE CONVERTER - CHANGE FILTER
FLUSH TORQUE COOLER
SPRAG OIL - DRAIN & REFILL
CHAIN CASE - DRAIN, INSPECT & REFILL
UPPER DECK - DRAIN & REFILL
LOWER TUBS - DRAIN & REFILL
LUBRICATE HOIST VALVES
",NULL,40,NULL,0,"2026-07-22 02:05:18",1288,1,265,9b44179e-681f-461d-a253-4ccb21d4689b
2582,1,"1000 HR SERVICE (COMPACTOR/ROLLER)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:","COMPLETE 500 HR SERVICE
REPLACE AIR FILTERS
REPLACE HYDRAULIC FILTERS
CHECK AXLE OIL LEVELSINSPECT DRUM BEARINGS
INSPECT DRIVE SYSTEM
INSPECT VIBRATION COMPONENTS
INSPECT HYDRAULIC HOSES AND CYLINDERS
CHECK COOLING SYSTEM
INSPECT ELECTRICAL SYSTEM
",NULL,40,NULL,0,"2026-07-22 02:05:50",1288,1,265,11269bdf-8c64-4834-afa1-497a60319a4b
2583,1,"1000 HR SERVICE (DOZER)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:
","COMPLETE 500 HR SERVICE
REPLACE AIR FILTERS
REPLACE HYDRAULIC FILTERS
CHECK FINAL DRIVE OIL
INSPECT ROLLERS, IDLERS, AND SPROCKETS
INSPECT UNDERCARRIAGE WEAR
CHECK COOLING SYSTEM
INSPECT STEERING AND BRAKES
INSPECT ELECTRICAL SYSTEM",NULL,40,NULL,0,"2026-07-22 02:06:14",1288,1,265,481f9cf5-310d-4865-8acc-a0842964cb9f
2584,1,"1000 HR SERVICE (DYMAX CRANE TRAIN)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:
","COMPLETE 500 HR TASKS
SAMPLE HYD OIL
",NULL,40,NULL,0,"2026-07-22 02:06:50",1288,1,265,ac8551d1-b0ac-44cc-9fb6-c2fd2b80818b
2585,1,"1000 HR SERVICE (EXCAVATOR)",1000,NULL,NULL,NULL,1000,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:
","INCLUDES ALL 500 HR TASKS, PLUS:
REPLACE HYDRAULIC RETURN FILTER
REPLACE PILOT FILTER
INSPECT PUMPS
INSPECT SWING DRIVE
INSPECT ROLLERS
INSPECT IDLERS
INSPECT TRACK CHAINS
PERFORM DIAGNOSTIC SCAN
",NULL,40,NULL,0,"2026-07-22 02:07:15",1288,1,265,bbc7b5ff-69be-4b5f-93c5-b1c7c8e0531a
2586,1,"1000 HR SERVICE (MOTOR GRADER)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:
","COMPLETE 500 HR SERVICE
REPLACE AIR FILTERS
REPLACE HYDRAULIC FILTERS
CHECK TANDEM OIL LEVELS
INSPECT CIRCLE WEAR STRIPS
INSPECT ARTICULATION JOINT
CHECK COOLING SYSTEM
INSPECT BRAKES
INSPECT ELECTRICAL SYSTEM
",NULL,40,NULL,0,"2026-07-22 02:08:32",1288,1,265,5c401527-3fd3-4c57-b19b-c40d04313e01
2587,1,"1000 HR SERVICE (GROVE RT600)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:
","COMPLETE 500 HR TASKS
CHANGE PLANETARY HUB OIL & DIFFERENTIAL FLUID ON BOTH FRONT & REAR AXLES
CHANGE TRANSMISSION FLUID & FILTER
DRAIN/FILL MAIN HOIST
DRAIN/FILL AUX HOIST",NULL,40,NULL,0,"2026-07-22 02:08:54",1288,1,265,0c60d2a2-7050-4026-b469-d00012e3a8e2
2588,1,"1000 HR SERVICE (GROVE RT650)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:

","COMPLETE 500 HR TASKS
CHANGE PLANETARY HUB OIL & DIFFERENTIAL FLUID ON BOTH FRONT & REAR AXLES
CHANGE TRANSMISSION FLUID & FILTER
DRAIN/FILL MAIN HOIST
DRAIN/FILL AUX HOIST",NULL,40,NULL,0,"2026-07-22 02:09:22",1288,1,265,041bc138-3dab-4d39-83df-1eaa8d64f475
2589,1,"1000 HR SERVICE (GROVE GRT655)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:
","COMPLETE 500 HR TASKS
CHANGE PLANETARY HUB OIL & DIFFERENTIAL FLUID ON BOTH FRONT & REAR AXLES
CHANGE TRANSMISSION FLUID & FILTER
DRAIN/FILL MAIN HOIST
DRAIN/FILL AUX HOIST",NULL,40,NULL,0,"2026-07-22 02:09:45",1288,1,265,be392889-4d4c-426f-b6db-674e301e3081
2590,1,"1000 HR SERVICE (GROVE RT760)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:

","COMPLETE 500 HR TASKS
CHANGE PLANETARY HUB OIL & DIFFERENTIAL FLUID ON BOTH FRONT & REAR AXLES
CHANGE TRANSMISSION FLUID & FILTER
DRAIN/FILL MAIN HOIST
DRAIN/FILL AUX HOIST",NULL,40,NULL,0,"2026-07-22 02:10:17",1288,1,265,b8f4052f-95e5-4938-a2c3-de8b4221db72
2591,1,"1000 HR SERVICE (GROVE RT765)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:

","COMPLETE 500 HR TASKS
CHANGE PLANETARY HUB OIL & DIFFERENTIAL FLUID ON BOTH FRONT & REAR AXLES
CHANGE TRANSMISSION FLUID & FILTER
DRAIN/FILL MAIN HOIST
DRAIN/FILL AUX HOIST",NULL,40,NULL,0,"2026-07-22 02:10:40",1288,1,265,8f741d8b-42de-4901-a47f-2421f5afbb65
2592,1,"1000 HR SERVICE (GROVE RT880 & GRT880)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:

","COMPLETE 500 HR TASKS
CHANGE PLANETARY HUB OIL & DIFFERENTIAL FLUID ON BOTH FRONT & REAR AXLES
CHANGE TRANSMISSION FLUID & FILTER
DRAIN/FILL MAIN HOIST
DRAIN/FILL AUX HOIST",NULL,40,NULL,0,"2026-07-22 02:11:00",1288,1,265,6792affe-68f7-4520-952e-cb229def2504
2593,1,"1000 HR SERVICE (GROVE RT890)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:
","COMPLETE 500 HR TASKS
CHANGE PLANETARY HUB OIL & DIFFERENTIAL FLUID ON BOTH FRONT & REAR AXLES
CHANGE TRANSMISSION FLUID & FILTER
DRAIN/FILL MAIN HOIST
DRAIN/FILL AUX HOIST",NULL,40,NULL,0,"2026-07-22 02:11:24",1288,1,265,31755ce7-ad09-4760-9320-2831957f5cb4
2594,1,"1000 HR SERVICE (GROVE TMS9000-2 TRUCK CRANE)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:

","• COMPLETE ALL 500 HOUR ITEMS
• CHANGE SWING GEARBOX OIL
• CHANGE MAIN HOIST GEARBOX OIL
• CHANGE AUXILIARY HOIST GEARBOX OIL
• CHANGE BOOM HOIST GEARBOX OIL
• REPLACE HYDRAULIC PRESSURE FILTER(S)
• SAMPLE OR CHANGE HYDRAULIC OIL AS REQUIRED
• CHECK DRUM BRAKE ADJUSTMENTS
• INSPECT HOIST CLUTCHES AND BRAKES
• INSPECT SWING BEARING BOLT TORQUE
• INSPECT BOOM CHORDS FOR CRACKS
• INSPECT TELESCOPE CYLINDER MOUNTS
• INSPECT BOOM EXTENSION WEAR PADS
• INSPECT OUTRIGGER CYLINDERS
• CHECK BOOM ANGLE INDICATOR CALIBRATION
• CHECK LMI CALIBRATION
• INSPECT ELECTRICAL WIRING AND CONNECTORS
",NULL,40,NULL,0,"2026-07-22 02:11:44",1288,1,265,0b04b248-366a-44c4-a024-5e460a9befe3
2595,1,"1000 HR SERVICE (HAUL TRUCK)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:
","INCLUDES ALL 500 HR TASKS
REPLACE HYDRAULIC RETURN FILTER
REPLACE TRANSMISSION FILTER
INSPECT DRIVELINES
INSPECT AXLES
INSPECT DIFFERENTIALS
INSPECT SUSPENSION
CHECK SERVICE BRAKES
CHECK PARKING BRAKE
PERFORM DIAGNOSTIC SCAN
",NULL,40,NULL,0,"2026-07-22 02:12:12",1288,1,265,13204065-fd50-417c-a52c-dc5e0c873a7c
2596,1,"1000 HR SERVICE (HYD WINCH)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:
","COMPLETE ALL 500 HOUR ITEMS
CHANGE HYDRAULIC FLUID
CHANGE WINCH OILS
",NULL,40,NULL,0,"2026-07-22 02:12:46",1288,1,265,42fd6685-5767-45f0-b5ec-aaed3342762f
2597,1,"1000 HR SERVICE (INDUSTRIAL FORKLIFT)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:
","INCLUDES ALL 500 HR TASKS
REPLACE HYD FILTER
REPLACE FUEL FILTERS(S)
REPLACE OR INSPECT AIR FILTER
INSPECT TRANSMISSION CONDITION
CHECK WHEEL BEARINGS
",NULL,40,NULL,0,"2026-07-22 02:13:04",1288,1,265,1fedb85f-85e8-45ea-8013-b407819bd084
2598,1,"1000 HR SERVICE (LINKBELT 128DLC)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:
","• COMPLETE ALL 500 HOUR ITEMS
• CHANGE SWING MACHINERY OIL
• CHANGE PROPEL GEARCASE OIL
• REPLACE HYDRAULIC PRESSURE FILTER(S)
• SAMPLE OR CHANGE HYDRAULIC OIL AS REQUIRED
• INSPECT SWING BEARING BOLTS
• INSPECT STRUCTURAL WELDS
• INSPECT PUMPS AND HYDRAULIC MOTORS
• CHECK TRACK TENSION
• INSPECT CARBODY AND CRAWLER FRAMES
• INSPECT LOAD HOLDING VALVES
• CHECK ALL LIMITS AND SAFETY DEVICES

",NULL,40,NULL,0,"2026-07-22 02:13:32",1288,1,265,6f21983e-cd75-456f-af48-5acf987e0240
2599,1,"1000 HR SERVICE (LINKBELT LS338)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:
","• COMPLETE ALL 500 HOUR ITEMS
• CHANGE SWING MACHINERY OIL
• CHANGE MAIN HOIST GEARCASE OIL
• CHANGE AUXILIARY HOIST GEARCASE OIL
• CHANGE PROPEL MACHINERY OIL
• CHANGE TORQUE CONVERTER / TRANSMISSION OIL
• REPLACE TORQUE CONVERTER FILTER
• CLEAN TRANSMISSION SUCTION SCREEN
• CHECK TRANSMISSION PRESSURES
• INSPECT SWING BEARING BOLTS
• INSPECT BOOM STRUCTURE
• INSPECT CARBODY AND CRAWLER FRAME
• CHECK SAFETY DEVICES AND LIMIT SWITCHES",NULL,40,NULL,0,"2026-07-22 02:13:59",1288,1,265,64b7eedb-e755-413f-97e9-b15527fae71b
2600,1,"1000 HR SERVICE (LOADER)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:","INCLUDES ALL 500 HR TASKS
REPLACE HYDRAULIC RETURN FILTER
REPLACE CASE DRAIN FILTER
INSPECT MAIN HYDRAULIC PUMP
INSPECT AUXILIARY HYDRAULICS
CHECK HYDRAULIC PRESSURES
INSPECT CYLINDER RODS
INSPECT CYLINDER SEALS
INSPECT ENGINE MOUNTS
INSPECT FRAME WELDS
MEASURE UNDERCARRIAGE WEAR
INSPECT TRACK ALIGNMENT OR INSPECT TIRES
CHECK CHARGING SYSTEM
PERFORM DIAGNOSTIC SCAN
",NULL,40,NULL,0,"2026-07-22 02:14:26",1288,1,265,0e147f64-c3ba-4393-973d-b0aa410d7f82
2601,1,"1000 HR SERVICE (MAEDA CC1485S-1)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:
","PERFORM 500 HR SERVICE +
CHANGE TRANSMISSION FILTER & FLUID
",NULL,40,NULL,0,"2026-07-22 02:14:48",1288,1,265,527789ea-0f74-4ac5-a5dd-a45ebd800428
2602,1,"1000 HR SERVICE (MANITOWOC 10K CRAWLER)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:

","INCLUDES ALL 500 HR TASKS
TEST ENGINE COOLANT
CHANGE AIR ELEMENT
REPLACE DRAIN FILTER (CARTRIDGE)
CHANGE SWING REDUCTION OIL
CHANGE WINCH REDUCTION OIL
CHANGE OIL IN POWER DIVIDER
CHANGE OIL IN PROPEL REDUCTION UNIT
INSPECT DRUMS
INSPECT BRAKES
INSPECT SWING DRIVE
INSPECT CRAWLERS
",NULL,40,NULL,0,"2026-07-22 02:15:15",1288,1,265,9da2fef5-4bf4-4aab-b21e-b6172566e507
2603,1,"1000 HR SERVICE (MANITOWOC 11K CRAWLER)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:

","INCLUDES ALL 500 HR TASKS
TEST ENGINE COOLANT
CHANGE AIR ELEMENT
REPLACE DRAIN FILTER (CARTRIDGE)
CHANGE SWING REDUCTION OIL
CHANGE WINCH REDUCTION OIL
CHANGE OIL IN POWER DIVIDER
CHANGE OIL IN PROPEL REDUCTION UNIT
INSPECT DRUMS
INSPECT BRAKES
INSPECT SWING DRIVE
INSPECT CRAWLERS
",NULL,40,NULL,0,"2026-07-22 02:15:42",1288,1,265,9fbf481b-bacb-4bab-8d77-30994f7c6b39
2604,1,"1000 HR SERVICE (MANITOWOC 2250 CRAWLER)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:

","INCLUDES ALL 500 HR TASKS
REPLACE PILOT OIL PRESSURE FILTER ELEMENT
REPLACE HYD RETURN FILTERS (3)
INSPECT & CLEAN SUCTION STRAINER INSIDE TANK
CHANGE TRANSMISSION FILTER
SAMPLE ENGINE COOLANT
SAMPLE HYD OIL
CHANGE AIR ELEMENT
REPLACE DRAIN FILTER (CARTRIDGE)
CHANGE SWING REDUCTION OIL
CHANGE WINCH REDUCTION OIL
CHANGE OIL IN POWER DIVIDER
CHANGE OIL IN PROPEL REDUCTION UNIT
LUBE GREASE POINTS
INSPECT DRUMS
INSPECT BRAKES
INSPECT SWING DRIVE
INSPECT CRAWLERS
INSPECT PUMP DRIVE
INSPECT CRAWLER GEARBOXES
INSPECT SWING GEARBOXES
INSPECT DRUM GEARBOXES
INSPECT BOOM HOIST GEARBOX",NULL,40,NULL,0,"2026-07-22 02:16:03",1288,1,265,df0f2030-2332-42ae-adbc-ff7ef4765a6e
2605,1,"1000 HR SERVICE (MANITOWOC 999 CRAWLER)",1000,NULL,NULL,NULL,NULL,NULL,"SEE EQUIPMENT DETAILS - PARTS TAB OR WRITE IN PARTS USED:

","INCLUDES ALL 500 HR TASKS
TEST ENGINE COOLANT
CHANGE AIR ELEMENT
REPLACE DRAIN FILTER (CARTRIDGE)
CHANGE SWING REDUCTION OIL
CHANGE WINCH REDUCTION OIL
CHANGE OIL IN POWER DIVIDER
CHANGE OIL IN PROPEL REDUCTION UNIT
INSPECT DRUMS
INSPECT BRAKES
INSPECT SWING DRIVE
INSPECT CRAWLERS
",NULL,40,NULL,0,"2026-07-22 02:16:24",1288,1,265,cc31455a-466c-4e05-91de-1aaedc95e5d2
